# ==========================================
# IOTSYN.COM - IoT Synthetic Data Engine
# ==========================================
# GENERATOR VERSION: 3.2.0
# UNIQUE ID: iotsyn_69e3f867994002.32179617
# DOMAIN: Smart_Home
# CONFIGURATION: Climate: cold; Setpoint: 20.5C
# ROWS: 1000
# INTERVAL SECONDS: 1800
# SEED: 3889654259
# LICENSE: CC0 1.0 Universal
# STATISTICAL MODEL: Temperature: Multi-harmonic Fourier (A₁=2.5°C, A₂=0.75°C) + AR(1) noise (φ=0.85, σ=0.3°C) Humidity: Cholesky-correlated with temperature (ρ=-0.65, μ=55%, σ=10%) CO2: Mass-balance ODE dC/dt=(n·G-Q·(C-C_out))/V, Euler discretized Light: Dual-source model (sin²(solar) + occupancy-driven artificial) Occupancy: Time-dependent Markov chain with hourly transition matrices HVAC: Three-state deadband thermostat (OFF/HEATING/COOLING, ±1.5°C hysteresis)
# GENERATION DATE: 2026-04-18 21:32:23
# LICENSE: CC0 1.0 Universal (Public Domain)
# CITATION: IoTSyn Dataset Generator (2026). Available: https://iotsyn.com
# ==========================================
#
Timestamp,Room,Temp_C,Humidity_Pct,CO2_ppm,Light_Lux,Occupancy,HVAC_Status
"2026-04-12 06:02:23",Bathroom,19.23,66,641,86,1,OFF
"2026-04-12 06:32:23",Living_Room,20.34,44.9,493,131,0,OFF
"2026-04-12 07:02:23",Kitchen,20.07,52.4,460,180,0,OFF
"2026-04-12 07:32:23",Bathroom,19.98,59.5,435,221,0,OFF
"2026-04-12 08:02:23",Living_Room,20,44.5,453,270,0,OFF
"2026-04-12 08:32:23",Kitchen,20.6,50.5,422,442,0,OFF
"2026-04-12 09:02:23",Bathroom,20.57,57.8,429,245,0,OFF
"2026-04-12 09:32:23",Living_Room,20.31,43.5,440,308,0,OFF
"2026-04-12 10:02:23",Kitchen,21.16,47.6,421,314,0,OFF
"2026-04-12 10:32:23",Bathroom,21.05,55.5,423,247,0,OFF
"2026-04-12 11:02:23",Living_Room,20.56,41,433,355,0,OFF
"2026-04-12 11:32:23",Kitchen,21.62,46.3,427,283,0,OFF
"2026-04-12 12:02:23",Bathroom,21.6,53,416,160,0,OFF
"2026-04-12 12:32:23",Living_Room,20.95,39,426,136,0,OFF
"2026-04-12 13:02:23",Kitchen,22.12,43.3,423,181,0,COOLING
"2026-04-12 13:32:23",Bathroom,21.83,53.3,410,55,0,COOLING
"2026-04-12 14:02:23",Living_Room,21.06,37.6,427,65,0,COOLING
"2026-04-12 14:32:23",Kitchen,22.06,48.8,711,25,2,COOLING
"2026-04-12 15:02:23",Bathroom,21.67,55.7,626,85,1,COOLING
"2026-04-12 15:32:23",Living_Room,21.02,42.7,816,0,3,COOLING
"2026-04-12 16:02:23",Kitchen,22.16,47.4,742,0,2,COOLING
"2026-04-12 16:32:23",Bathroom,21.65,59,856,6,2,COOLING
"2026-04-12 17:02:23",Living_Room,20.93,42.1,757,171,1,COOLING
"2026-04-12 17:32:23",Kitchen,22.07,46.8,599,174,1,COOLING
"2026-04-12 18:02:23",Bathroom,21.42,60.9,861,0,2,COOLING
"2026-04-12 18:32:23",Living_Room,20.57,43.5,727,156,1,COOLING
"2026-04-12 19:02:23",Kitchen,21.97,47.6,588,185,1,COOLING
"2026-04-12 19:32:23",Bathroom,21.24,65.4,1078,0,3,COOLING
"2026-04-12 20:02:23",Living_Room,20.59,42.7,714,161,1,COOLING
"2026-04-12 20:32:23",Kitchen,22.25,49.2,735,1,2,COOLING
"2026-04-12 21:02:23",Bathroom,21.35,58.6,675,125,1,COOLING
"2026-04-12 21:32:23",Living_Room,20.73,44.8,839,11,2,COOLING
"2026-04-12 22:02:23",Kitchen,22.04,52.7,905,23,3,COOLING
"2026-04-12 22:32:23",Bathroom,21.35,61.7,845,0,2,COOLING
"2026-04-12 23:02:23",Living_Room,20.93,43.1,771,167,1,COOLING
"2026-04-12 23:32:23",Kitchen,22.26,49.4,771,0,2,COOLING
"2026-04-13 00:02:23",Bathroom,21.68,61.1,870,0,2,COOLING
"2026-04-13 00:32:23",Living_Room,20.94,45.6,876,18,2,COOLING
"2026-04-13 01:02:23",Kitchen,22.03,51.2,760,0,2,COOLING
"2026-04-13 01:32:23",Bathroom,21.41,59,655,129,1,COOLING
"2026-04-13 02:02:23",Living_Room,20.54,47.5,927,0,2,COOLING
"2026-04-13 02:32:23",Kitchen,21.8,52.8,901,7,3,COOLING
"2026-04-13 03:02:23",Bathroom,21.41,54.3,434,0,0,COOLING
"2026-04-13 03:32:23",Living_Room,20.4,43.3,688,0,0,OFF
"2026-04-13 04:02:23",Kitchen,20.35,53.9,774,20,2,OFF
"2026-04-13 04:32:23",Bathroom,19.39,61.8,622,76,1,OFF
"2026-04-13 05:02:23",Living_Room,19.79,46.6,826,29,2,OFF
"2026-04-13 05:32:23",Kitchen,19.97,51.5,606,110,1,OFF
"2026-04-13 06:02:23",Bathroom,19.03,66.3,851,51,2,OFF
"2026-04-13 06:32:23",Living_Room,19.1,45.4,633,168,0,OFF
"2026-04-13 07:02:23",Kitchen,19.69,50.9,442,173,0,OFF
"2026-04-13 07:32:23",Bathroom,19.33,61.4,449,202,0,OFF
"2026-04-13 08:02:23",Living_Room,18.76,53.1,925,269,3,HEATING
"2026-04-13 08:32:23",Kitchen,20.02,53.3,578,315,1,HEATING
"2026-04-13 09:02:23",Bathroom,20.16,58.6,424,224,0,HEATING
"2026-04-13 09:32:23",Living_Room,19.05,49.5,689,304,0,HEATING
"2026-04-13 10:02:23",Kitchen,20.87,49.6,430,355,0,OFF
"2026-04-13 10:32:23",Bathroom,20.62,57.7,429,212,0,OFF
"2026-04-13 11:02:23",Living_Room,19.24,47.5,569,375,0,OFF
"2026-04-13 11:32:23",Kitchen,21.2,48,426,311,0,OFF
"2026-04-13 12:02:23",Bathroom,21.18,56.2,413,175,0,OFF
"2026-04-13 12:32:23",Living_Room,19.79,45.5,496,196,0,OFF
"2026-04-13 13:02:23",Kitchen,21.94,48.9,568,170,1,OFF
"2026-04-13 13:32:23",Bathroom,21.84,55.6,419,88,0,OFF
"2026-04-13 14:02:23",Living_Room,20.44,43.6,453,85,0,OFF
"2026-04-13 14:32:23",Kitchen,22.34,48.6,584,105,1,COOLING
"2026-04-13 15:02:23",Bathroom,21.96,54.1,421,15,0,COOLING
"2026-04-13 15:32:23",Living_Room,20.89,42.7,565,132,1,COOLING
"2026-04-13 16:02:23",Kitchen,22.44,46.8,580,186,1,COOLING
"2026-04-13 16:32:23",Bathroom,21.81,59.7,831,0,2,COOLING
"2026-04-13 17:02:23",Living_Room,20.82,46.1,763,0,2,COOLING
"2026-04-13 17:32:23",Kitchen,22.32,47.6,580,191,1,COOLING
"2026-04-13 18:02:23",Bathroom,21.63,62.3,856,0,2,COOLING
"2026-04-13 18:32:23",Living_Room,21.07,47.7,859,0,2,COOLING
"2026-04-13 19:02:23",Kitchen,22.52,48.7,742,10,2,COOLING
"2026-04-13 19:32:23",Bathroom,21.78,57.1,651,118,1,COOLING
"2026-04-13 20:02:23",Living_Room,21.33,44.5,787,136,1,COOLING
"2026-04-13 20:32:23",Kitchen,22.56,48.4,742,0,2,COOLING
"2026-04-13 21:02:23",Bathroom,21.67,57.6,640,120,1,COOLING
"2026-04-13 21:32:23",Living_Room,21.35,46.8,882,0,2,COOLING
"2026-04-13 22:02:23",Kitchen,22.49,50.5,752,14,2,COOLING
"2026-04-13 22:32:23",Bathroom,21.7,60.1,859,1,2,COOLING
"2026-04-13 23:02:23",Living_Room,21.63,44.7,922,0,2,COOLING
"2026-04-13 23:32:23",Kitchen,22.63,46.6,612,176,1,COOLING
"2026-04-14 00:02:23",Bathroom,21.85,59.2,872,0,2,COOLING
"2026-04-14 00:32:23",Living_Room,21.5,41.4,812,150,1,COOLING
"2026-04-14 01:02:23",Kitchen,22.64,47.8,737,0,2,COOLING
"2026-04-14 01:32:23",Bathroom,21.72,60.1,858,7,2,COOLING
"2026-04-14 02:02:23",Living_Room,21.13,38.7,625,4,0,COOLING
"2026-04-14 02:32:23",Kitchen,22.34,43,463,12,0,COOLING
"2026-04-14 03:02:23",Bathroom,21.45,52.3,444,0,0,COOLING
"2026-04-14 03:32:23",Living_Room,20.84,38.8,528,1,0,COOLING
"2026-04-14 04:02:23",Kitchen,22.22,44.8,412,0,0,COOLING
"2026-04-14 04:32:23",Bathroom,21.47,62.6,1040,3,3,COOLING
"2026-04-14 05:02:23",Living_Room,20.92,38.4,480,24,0,COOLING
"2026-04-14 05:32:23",Kitchen,22.08,45.6,422,117,0,COOLING
"2026-04-14 06:02:23",Bathroom,21.54,61.4,870,67,2,COOLING
"2026-04-14 06:32:23",Living_Room,21.06,42.3,714,200,2,COOLING
"2026-04-14 07:02:23",Kitchen,22.36,47.7,563,167,1,COOLING
"2026-04-14 07:32:23",Bathroom,21.77,55.1,446,239,0,COOLING
"2026-04-14 08:02:23",Living_Room,21.1,41.3,569,256,0,COOLING
"2026-04-14 08:32:23",Kitchen,22.37,46.3,441,295,0,COOLING
"2026-04-14 09:02:23",Bathroom,21.52,55.8,421,270,0,COOLING
"2026-04-14 09:32:23",Living_Room,20.68,43.2,500,256,0,COOLING
"2026-04-14 10:02:23",Kitchen,21.91,48.1,427,393,0,COOLING
"2026-04-14 10:32:23",Bathroom,21.25,56.1,413,225,0,COOLING
"2026-04-14 11:02:23",Living_Room,20.22,43.3,464,244,0,OFF
"2026-04-14 11:32:23",Kitchen,21.35,47.4,416,305,0,OFF
"2026-04-14 12:02:23",Bathroom,20.92,55.9,423,166,0,OFF
"2026-04-14 12:32:23",Living_Room,19.83,42.3,436,137,0,OFF
"2026-04-14 13:02:23",Kitchen,21.17,46.5,421,209,0,OFF
"2026-04-14 13:32:23",Bathroom,21.2,54.4,411,73,0,OFF
"2026-04-14 14:02:23",Living_Room,19.71,41.5,426,115,0,OFF
"2026-04-14 14:32:23",Kitchen,21.28,48.8,560,94,1,OFF
"2026-04-14 15:02:23",Bathroom,21.57,59.9,834,26,2,OFF
"2026-04-14 15:32:23",Living_Room,19.82,43.2,556,136,1,OFF
"2026-04-14 16:02:23",Kitchen,21.09,50.2,590,183,1,OFF
"2026-04-14 16:32:23",Bathroom,20.98,62.5,864,4,2,OFF
"2026-04-14 17:02:23",Living_Room,19.4,48,756,10,2,OFF
"2026-04-14 17:32:23",Kitchen,20.74,52.6,737,0,2,OFF
"2026-04-14 18:02:23",Bathroom,20.47,67,1074,1,3,OFF
"2026-04-14 18:32:23",Living_Room,18.72,48.1,732,152,1,HEATING
"2026-04-14 19:02:23",Kitchen,20.59,52.8,745,2,2,OFF
"2026-04-14 19:32:23",Bathroom,18.95,61.6,465,0,0,HEATING
"2026-04-14 20:02:23",Living_Room,18.67,53.2,984,11,3,HEATING
"2026-04-14 20:32:23",Kitchen,20.9,52.1,759,9,2,OFF
"2026-04-14 21:02:23",Bathroom,18.23,68.5,838,0,2,HEATING
"2026-04-14 21:32:23",Living_Room,18.78,50.3,850,162,1,HEATING
"2026-04-14 22:02:23",Kitchen,21.01,51.3,610,183,1,OFF
"2026-04-14 22:32:23",Bathroom,16.94,72.4,658,113,1,HEATING
"2026-04-14 23:02:23",Living_Room,18.6,52.9,917,17,2,HEATING
"2026-04-14 23:32:23",Kitchen,21.1,55.1,877,5,3,OFF
"2026-04-15 00:02:23",Bathroom,16.02,78.7,858,0,2,HEATING
"2026-04-15 00:32:23",Living_Room,18.23,54.9,948,0,2,HEATING
"2026-04-15 01:02:23",Kitchen,21.09,53.3,766,1,2,OFF
"2026-04-15 01:32:23",Bathroom,16.58,77.2,865,2,2,HEATING
"2026-04-15 02:02:23",Living_Room,19.03,52.9,963,0,2,HEATING
"2026-04-15 02:32:23",Kitchen,21.66,50.3,604,170,1,OFF
"2026-04-15 03:02:23",Bathroom,17.56,74,875,3,2,HEATING
"2026-04-15 03:32:23",Living_Room,19.7,48.9,830,80,1,HEATING
"2026-04-15 04:02:23",Kitchen,22.1,50,737,10,2,OFF
"2026-04-15 04:32:23",Bathroom,18.86,71.2,1071,20,3,HEATING
"2026-04-15 05:02:23",Living_Room,19.98,45.4,768,84,1,HEATING
"2026-04-15 05:32:23",Kitchen,22.16,48.4,748,111,2,OFF
"2026-04-15 06:02:23",Bathroom,19.16,61.6,468,84,0,OFF
"2026-04-15 06:32:23",Living_Room,19.58,45.5,600,137,0,OFF
"2026-04-15 07:02:23",Kitchen,21.4,47.5,453,210,0,OFF
"2026-04-15 07:32:23",Bathroom,19.6,59.9,421,158,0,OFF
"2026-04-15 08:02:23",Living_Room,19.35,44.7,521,245,0,OFF
"2026-04-15 08:32:23",Kitchen,21.09,48.2,424,314,0,OFF
"2026-04-15 09:02:23",Bathroom,20.21,57.5,423,222,0,OFF
"2026-04-15 09:32:23",Living_Room,19.5,45.6,608,284,1,OFF
"2026-04-15 10:02:23",Kitchen,21.06,47.5,426,459,0,OFF
"2026-04-15 10:32:23",Bathroom,20.5,62.9,839,227,2,OFF
"2026-04-15 11:02:23",Living_Room,19.31,45.3,525,362,0,OFF
"2026-04-15 11:32:23",Kitchen,21.17,48.8,417,247,0,OFF
"2026-04-15 12:02:23",Bathroom,20.7,57.3,451,225,0,OFF
"2026-04-15 12:32:23",Living_Room,19.19,46.4,469,156,0,OFF
"2026-04-15 13:02:23",Kitchen,21.37,49,418,169,0,OFF
"2026-04-15 13:32:23",Bathroom,21.5,55.7,425,55,0,OFF
"2026-04-15 14:02:23",Living_Room,19.42,44.8,445,77,0,OFF
"2026-04-15 14:32:23",Kitchen,21.5,52.5,716,34,2,OFF
"2026-04-15 15:02:23",Bathroom,21.61,58.9,629,79,1,OFF
"2026-04-15 15:32:23",Living_Room,19.52,48.6,699,0,2,OFF
"2026-04-15 16:02:23",Kitchen,21.68,51.5,753,8,2,OFF
"2026-04-15 16:32:23",Bathroom,21.48,58.2,646,117,1,OFF
"2026-04-15 17:02:23",Living_Room,19.91,49.7,829,0,2,OFF
"2026-04-15 17:32:23",Kitchen,21.79,49.8,597,178,1,OFF
"2026-04-15 18:02:23",Bathroom,21.39,61.7,851,12,2,OFF
"2026-04-15 18:32:23",Living_Room,19.77,46.5,622,1,0,OFF
"2026-04-15 19:02:23",Kitchen,21.4,47.4,444,0,0,OFF
"2026-04-15 19:32:23",Bathroom,20.19,58.3,444,0,0,OFF
"2026-04-15 20:02:23",Living_Room,19.49,46.2,651,156,1,OFF
"2026-04-15 20:32:23",Kitchen,20.49,52.2,718,2,2,OFF
"2026-04-15 21:02:23",Bathroom,19.06,67.4,838,0,2,OFF
"2026-04-15 21:32:23",Living_Room,19,49.2,812,6,2,OFF
"2026-04-15 22:02:23",Kitchen,19.81,53.3,604,162,1,OFF
"2026-04-15 22:32:23",Bathroom,17.6,74.7,852,7,2,HEATING
"2026-04-15 23:02:23",Living_Room,19.43,52.7,1012,14,3,HEATING
"2026-04-15 23:32:23",Kitchen,20.72,51,590,196,1,OFF
"2026-04-16 00:02:23",Bathroom,16.91,70.6,654,131,1,HEATING
"2026-04-16 00:32:23",Living_Room,19.52,50.3,990,13,2,HEATING
"2026-04-16 01:02:23",Kitchen,21.11,49.3,582,189,1,OFF
"2026-04-16 01:32:23",Bathroom,16.54,78.8,1056,0,3,HEATING
"2026-04-16 02:02:23",Living_Room,19.23,51.5,981,8,2,HEATING
"2026-04-16 02:32:23",Kitchen,21.22,49.4,581,166,1,OFF
"2026-04-16 03:02:23",Bathroom,17.14,74.1,877,2,2,HEATING
"2026-04-16 03:32:23",Living_Room,19.56,50,972,6,2,HEATING
"2026-04-16 04:02:23",Kitchen,21.57,46.8,442,0,0,OFF
"2026-04-16 04:32:23",Bathroom,18.58,66,660,73,1,HEATING
"2026-04-16 05:02:23",Living_Room,19.94,48.6,970,42,2,HEATING
"2026-04-16 05:32:23",Kitchen,21.78,53.2,871,92,3,OFF
"2026-04-16 06:02:23",Bathroom,19.2,69.3,853,66,2,OFF
"2026-04-16 06:32:23",Living_Room,19.76,47.5,698,199,0,OFF
"2026-04-16 07:02:23",Kitchen,21.34,49.2,467,192,0,OFF
"2026-04-16 07:32:23",Bathroom,19.94,61.2,444,164,0,OFF
"2026-04-16 08:02:23",Living_Room,19.45,48.3,567,191,0,OFF
"2026-04-16 08:32:23",Kitchen,20.9,50.7,425,367,0,OFF
"2026-04-16 09:02:23",Bathroom,20.16,58.9,415,298,0,OFF
"2026-04-16 09:32:23",Living_Room,19.18,46.4,503,348,0,OFF
"2026-04-16 10:02:23",Kitchen,20.56,48.9,434,388,0,OFF
"2026-04-16 10:32:23",Bathroom,20.4,56.1,421,230,0,OFF
"2026-04-16 11:02:23",Living_Room,19.24,47.7,730,276,2,OFF
"2026-04-16 11:32:23",Kitchen,20.85,49.8,567,316,1,OFF
"2026-04-16 12:02:23",Bathroom,20.51,56.8,420,195,0,OFF
"2026-04-16 12:32:23",Living_Room,18.96,46.9,584,173,0,HEATING
"2026-04-16 13:02:23",Kitchen,20.68,48.6,435,194,0,OFF
"2026-04-16 13:32:23",Bathroom,20.89,60.9,836,63,2,OFF
"2026-04-16 14:02:23",Living_Room,19.19,43.5,508,86,0,OFF
"2026-04-16 14:32:23",Kitchen,21.1,52.4,717,16,2,OFF
"2026-04-16 15:02:23",Bathroom,21.37,58.7,658,71,1,OFF
"2026-04-16 15:32:23",Living_Room,19.35,49,724,0,2,OFF
"2026-04-16 16:02:23",Kitchen,21.72,50.1,607,197,1,OFF
"2026-04-16 16:32:23",Bathroom,21.94,58.4,634,120,1,OFF
"2026-04-16 17:02:23",Living_Room,19.93,47.5,709,157,1,OFF
"2026-04-16 17:32:23",Kitchen,21.97,50.1,734,9,2,OFF
"2026-04-16 18:02:23",Bathroom,21.77,60.6,847,0,2,OFF
"2026-04-16 18:32:23",Living_Room,20.2,47.9,834,1,2,OFF
"2026-04-16 19:02:23",Kitchen,21.93,48.1,608,163,1,OFF
"2026-04-16 19:32:23",Bathroom,20.43,64.2,869,14,2,OFF
"2026-04-16 20:02:23",Living_Room,19.66,49.5,911,0,2,OFF
"2026-04-16 20:32:23",Kitchen,20.59,51.7,578,176,1,OFF
"2026-04-16 21:02:23",Bathroom,19.05,69.1,870,3,2,OFF
"2026-04-16 21:32:23",Living_Room,19.01,50.6,812,149,1,OFF
"2026-04-16 22:02:23",Kitchen,19.76,50.7,436,0,0,OFF
"2026-04-16 22:32:23",Bathroom,17.66,65.1,445,10,0,HEATING
"2026-04-16 23:02:23",Living_Room,19.55,46.6,618,0,0,HEATING
"2026-04-16 23:32:23",Kitchen,20.91,46.9,430,0,0,OFF
"2026-04-17 00:02:23",Bathroom,17.02,64.6,412,10,0,HEATING
"2026-04-17 00:32:23",Living_Room,19.77,43.1,524,2,0,HEATING
"2026-04-17 01:02:23",Kitchen,21.15,47.1,420,11,0,OFF
"2026-04-17 01:32:23",Bathroom,16.7,67.1,421,0,0,HEATING
"2026-04-17 02:02:23",Living_Room,19.56,43.4,478,0,0,HEATING
"2026-04-17 02:32:23",Kitchen,21.22,48.3,419,0,0,OFF
"2026-04-17 03:02:23",Bathroom,16.74,70.6,420,3,0,HEATING
"2026-04-17 03:32:23",Living_Room,19.21,45.1,449,6,0,HEATING
"2026-04-17 04:02:23",Kitchen,20.96,50.7,571,116,1,OFF
"2026-04-17 04:32:23",Bathroom,17.94,75.9,1039,6,3,HEATING
"2026-04-17 05:02:23",Living_Room,19.21,48.2,574,83,1,HEATING
"2026-04-17 05:32:23",Kitchen,20.99,48.3,429,128,0,OFF
"2026-04-17 06:02:23",Bathroom,18.76,63.3,457,66,0,HEATING
"2026-04-17 06:32:23",Living_Room,19.36,46.1,498,195,0,HEATING
"2026-04-17 07:02:23",Kitchen,21.03,48.1,430,231,0,OFF
"2026-04-17 07:32:23",Bathroom,19.7,60,420,155,0,OFF
"2026-04-17 08:02:23",Living_Room,19.25,45.7,458,261,0,OFF
"2026-04-17 08:32:23",Kitchen,20.79,48.7,424,363,0,OFF
"2026-04-17 09:02:23",Bathroom,20.14,58.2,418,242,0,OFF
"2026-04-17 09:32:23",Living_Room,19.36,45.1,447,289,0,OFF
"2026-04-17 10:02:23",Kitchen,21.17,48.4,416,383,0,OFF
"2026-04-17 10:32:23",Bathroom,20.91,57.7,413,282,0,OFF
"2026-04-17 11:02:23",Living_Room,19.71,44,430,305,0,OFF
"2026-04-17 11:32:23",Kitchen,21.44,47.3,422,273,0,OFF
"2026-04-17 12:02:23",Bathroom,21.19,61.2,827,197,2,OFF
"2026-04-17 12:32:23",Living_Room,19.93,41.1,427,176,0,OFF
"2026-04-17 13:02:23",Kitchen,22.02,45.2,422,197,0,COOLING
"2026-04-17 13:32:23",Bathroom,21.38,54.8,447,83,0,COOLING
"2026-04-17 14:02:23",Living_Room,19.87,40.6,423,81,0,OFF
"2026-04-17 14:32:23",Kitchen,22.24,48.3,715,38,2,COOLING
"2026-04-17 15:02:23",Bathroom,21.63,56.8,633,59,1,COOLING
"2026-04-17 15:32:23",Living_Room,20.19,43.3,686,2,2,OFF
"2026-04-17 16:02:23",Kitchen,22.34,46.6,604,187,1,COOLING
"2026-04-17 16:32:23",Bathroom,21.61,53.1,429,13,0,COOLING
"2026-04-17 17:02:23",Living_Room,20.32,44.9,825,0,2,OFF
"2026-04-17 17:32:23",Kitchen,21.99,47.2,586,175,1,OFF
"2026-04-17 18:02:23",Bathroom,21.19,63.5,1041,0,3,OFF
"2026-04-17 18:32:23",Living_Room,20,44.3,758,171,1,OFF
"2026-04-17 19:02:23",Kitchen,21.41,50.5,735,26,2,OFF
"2026-04-17 19:32:23",Bathroom,20.17,67.4,1088,0,3,OFF
"2026-04-17 20:02:23",Living_Room,19.84,44.6,725,142,1,OFF
"2026-04-17 20:32:23",Kitchen,20.39,53.4,745,6,2,OFF
"2026-04-17 21:02:23",Bathroom,19.15,62.5,679,127,1,OFF
"2026-04-17 21:32:23",Living_Room,19,47.4,846,8,2,HEATING
"2026-04-17 22:02:23",Kitchen,20.99,48.1,605,179,1,OFF
"2026-04-17 22:32:23",Bathroom,17.6,69.7,859,3,2,HEATING
"2026-04-17 23:02:23",Living_Room,19.35,49.6,1035,0,3,HEATING
"2026-04-17 23:32:23",Kitchen,21.3,51.5,885,0,3,OFF
"2026-04-18 00:02:23",Bathroom,17.01,64,457,15,0,HEATING
"2026-04-18 00:32:23",Living_Room,19.79,42.3,737,0,0,HEATING
"2026-04-18 01:02:23",Kitchen,22.09,44.2,473,0,0,OFF
"2026-04-18 01:32:23",Bathroom,17.53,63.8,420,5,0,HEATING
"2026-04-18 02:02:23",Living_Room,20.54,39.4,590,0,0,OFF
"2026-04-18 02:32:23",Kitchen,21.03,47.7,426,11,0,OFF
"2026-04-18 03:02:23",Bathroom,17.94,63.7,412,9,0,HEATING
"2026-04-18 03:32:23",Living_Room,20.64,39.5,510,9,0,OFF
"2026-04-18 04:02:23",Kitchen,20.04,55.8,718,17,2,OFF
"2026-04-18 04:32:23",Bathroom,18.65,63.5,410,26,0,HEATING
"2026-04-18 05:02:23",Living_Room,20.75,41.2,464,9,0,OFF
"2026-04-18 05:32:23",Kitchen,19.91,51.8,460,107,0,OFF
"2026-04-18 06:02:23",Bathroom,18.87,65.2,623,103,1,HEATING
"2026-04-18 06:32:23",Living_Room,20.29,43.6,570,147,1,HEATING
"2026-04-18 07:02:23",Kitchen,20.3,50.2,414,142,0,HEATING
"2026-04-18 07:32:23",Bathroom,19.81,59.7,427,220,0,HEATING
"2026-04-18 08:02:23",Living_Room,19.91,42.8,496,295,0,HEATING
"2026-04-18 08:32:23",Kitchen,20.56,49.5,425,436,0,OFF
"2026-04-18 09:02:23",Bathroom,20.06,58.3,419,281,0,OFF
"2026-04-18 09:32:23",Living_Room,19.67,41.2,462,298,0,OFF
"2026-04-18 10:02:23",Kitchen,20.67,48.9,419,344,0,OFF
"2026-04-18 10:32:23",Bathroom,20.52,56.5,416,257,0,OFF
"2026-04-18 11:02:23",Living_Room,20.03,40.3,448,246,0,OFF
"2026-04-18 11:32:23",Kitchen,21.36,45.8,420,310,0,OFF
"2026-04-18 12:02:23",Bathroom,21.1,54.1,415,227,0,OFF
"2026-04-18 12:32:23",Living_Room,20.43,42.2,564,177,1,OFF
"2026-04-18 13:02:23",Kitchen,21.96,45.8,422,202,0,OFF
"2026-04-18 13:32:23",Bathroom,21.53,54.5,421,67,0,OFF
"2026-04-18 14:02:23",Living_Room,20.68,41.4,494,82,0,OFF
"2026-04-18 14:32:23",Kitchen,22.35,49.5,709,43,2,COOLING
"2026-04-18 15:02:23",Bathroom,21.55,62,836,8,2,COOLING
"2026-04-18 15:32:23",Living_Room,20.65,44.1,588,161,1,COOLING
"2026-04-18 16:02:23",Kitchen,22.21,50,606,200,1,COOLING
"2026-04-18 16:32:23",Bathroom,21.55,58.3,662,94,1,COOLING
"2026-04-18 17:02:23",Living_Room,20.83,47.2,767,0,2,COOLING
"2026-04-18 17:32:23",Kitchen,22.2,46.9,441,0,0,COOLING
"2026-04-18 18:02:23",Bathroom,21.58,61.6,854,12,2,COOLING
"2026-04-18 18:32:23",Living_Room,20.48,47.8,735,147,1,OFF
"2026-04-18 19:02:23",Kitchen,21.3,52.9,722,5,2,OFF
"2026-04-18 19:32:23",Bathroom,19.89,64,655,140,1,OFF
"2026-04-18 20:02:23",Living_Room,19.79,52,845,0,2,OFF
